0,420
0,2
0,1
0,472
0,1
0,2
0,6
0,2
0,2
0,2
0,19
0,2
0,2
0,2
0,2
0,1
1,1
1,41
1,2
1,2
1,63
1,2
1,2
1,30
1,184
1,2
1,2
1,14
1,2
1,57
1,14
1,6
1,10
1,1
1,169
1,2
1,1
1,2
1,2
1,1
1,1
1,2
1,2
1,2
1,84
1,1
1,14
1,73
1,10
1,22
1,2
1,1
1,1
1,0
1,0
1,0
1,2
1,1
1,1
1,19
1,2
1,0
1,2
1,2
1,1
1,1
1,2
1,0
1,1
1,2
1,2
1,1
1,0
1,2
1,2
3,1
4,33
4,0
4,6
4,6
4,2
4,2
4,1
4,0
4,1
4,2
4,1
4,2
4,2
4,2
4,1
5,30
5,258
5,2
5,1
5,1
6,2
6,1
6,2
6,89
6,1
6,2
6,44
6,0
6,6
6,2
7,0
7,2
7,2
7,1
7,2
7,2
7,1
8,432
8,0
8,2
8,2
8,2
8,2
8,0
8,22
8,1
8,0
8,2
8,1
8,1
8,0
8,0
8,1
8,0
8,1
8,2
9,137
9,2
9,0
9,424
9,2
9,1
9,0
9,56
9,30
9,1
9,2
9,1
9,10
9,2
9,1
9,2
10,0
10,2
10,320
10,1
10,44
10,1
10,2
10,1
10,2
10,2
10,1
10,0
10,0
10,1
11,0
11,86
11,14
11,2
11,1
11,2
11,0
11,194
11,53
11,290
11,2
11,1
11,14
11,102
11,0
11,84
11,25
11,24
11,0
11,0
11,57
11,1
11,2
11,1
12,2
12,56
12,2
12,2
12,30
12,6
12,1
12,1
12,1
12,30
12,12
12,2
13,118
13,2
13,1
13,10
13,1
13,1
13,2
13,2
14,6
14,115
14,2
14,1
15,1
15,2
16,1
16,2
16,2
16,1
16,1
17,2
17,20
17,179
17,244
17,2
17,10
17,1
17,2
17,2
17,0
17,10
17,0
18,1
18,6
18,2
18,0
18,17
18,157
18,2
18,2
18,2
18,0
19,2
19,30
19,1
19,96
19,149
19,6
19,2
19,0
19,2
19,10
19,2
19,2
19,2
19,1
19,1
19,1
19,2
20,2
21,2
21,2
21,118
21,17
21,2
21,14
21,2
21,2
21,2
21,22
21,1
22,2
22,32
22,1
23,1
23,134
23,0
23,2
23,106
23,98
23,20
23,1
23,1
24,1
24,1
25,2
25,2
25,2
26,118
26,1
26,1
26,2
26,25
26,0
26,2
26,0
26,1
26,84
26,2
26,1
26,4
27,0
28,1
28,1
28,25
28,2
28,1
28,2
28,350
28,0
28,100
28,0
28,0
28,1
28,2
29,30
29,2
29,11
29,2
29,2
29,2
29,2
29,10
29,10
30,0
30,2
31,100
31,1
31,0
31,405
31,108
31,2
32,2
33,2
33,1
33,579
33,677
33,89
33,84
33,0
33,2
33,2
33,2
33,2
33,1
33,6
33,106
33,30
33,2
33,24
34,102
34,1
35,735
35,25
35,1
35,2
35,2
35,1
35,2
35,2
35,0
35,30
36,1
36,11
36,19
36,64
36,2
36,0
36,252
36,1
36,57
36,20
36,1
36,2
36,6
36,43
36,2
36,2
36,2
36,1
36,2
36,1
37,2
37,0
37,359
37,4
37,350
37,104
37,51
37,2
37,2
38,2
39,1
39,0
39,1
39,2
40,51
