0,602
0,2
0,631
0,743
0,454
0,187
0,29
0,6
0,89
0,2
0,230
0,2
0,55
0,62
0,77
0,2
0,231
0,10
0,10
0,2
0,77
0,1
0,103
0,2
0,2
0,2
0,2
0,4
0,2
0,51
0,2
0,30
0,13
0,2
0,70
0,21
0,6
0,1
0,1
0,4
0,63
0,2
0,1
0,2
0,1
0,1
0,2
0,6
0,13
0,12
0,10
0,10
0,1
0,54
0,4
0,2
0,10
0,1
0,11
0,10
0,9
0,2
0,1
0,4
0,2
0,6
0,23
0,1
0,13
0,2
0,4
0,1
0,1
0,6
0,1
0,4
0,2
0,2
0,1
0,1
0,6
0,2
0,1
0,2
0,2
0,2
0,1
1,10
1,385
1,1
1,4
1,2
1,10
1,10
1,2
3,2
3,1
3,4
3,1
3,70
3,14
3,1
3,1
4,11
4,2
5,2
5,70
5,2
5,1
6,2
6,1
6,79
6,10
6,221
6,2
6,13
6,189
6,2
6,33
6,2
6,4
6,6
6,1
6,128
6,2
6,17
6,20
6,2
6,2
6,10
6,11
6,1
6,2
7,1
7,39
7,4
7,2
7,4
8,6
8,30
8,2
8,1
8,2
9,4
9,149
9,10
9,228
9,2
9,26
9,4
9,10
9,2
9,2
9,9
9,6
9,9
9,39
9,6
9,9
9,2
10,2
10,1
10,2
10,2
10,26
10,1
10,2
11,13
11,17
11,345
11,664
11,601
11,2
11,2
11,2
11,2
12,2
12,2
12,6
12,6
12,2
12,1
13,6
14,2
14,187
14,6
14,4
14,4
14,29
14,1
15,6
16,185
16,1
16,2
16,10
16,1
16,79
16,2
16,1
16,1
16,1
17,1
17,2
17,2
17,1
18,1
18,517
18,130
18,6
18,12
18,2
18,1
18,232
18,4
18,31
18,31
18,62
18,2
18,60
18,9
18,30
18,9
18,54
18,11
18,1
18,10
19,378
19,2
19,6
19,27
19,2
19,9
19,12
19,1
19,2
20,2
20,4
21,2
21,144
21,50
21,2
21,10
21,1
21,6
21,77
21,95
21,11
21,84
21,1
21,1
21,13
21,1
21,2
21,2
21,10
21,2
22,50
22,2
22,1
23,2
24,1
24,534
24,2
24,1
24,4
24,2
24,1
25,33
25,6
25,4
25,255
25,1
25,10
25,2
25,2
26,1
26,2
27,2
27,2
27,2
27,239
27,1
27,2
27,2
27,13
27,1
27,2
27,13
28,130
28,2
28,4
29,186
29,1
29,2
29,186
29,1
30,4
30,10
30,2
30,2
30,10
30,11
31,2
31,1
31,6
32,24
32,4
32,9
32,1
32,12
33,1
34,1
34,6
35,17
35,6
35,6
35,70
35,89
35,4
35,30
35,1
36,4
36,2
36,9
36,2
36,2
36,9
36,1
37,31
37,1
38,10
38,60
38,581
38,2
38,130
38,6
38,10
38,39
38,1
38,12
39,6
39,9
39,33
39,1
39,6
40,18
40,4
40,9
40,2
40,2
40,23
40,2
41,391
41,333
41,262
41,17
41,1
41,2
42,39
42,13
42,2
43,2
43,4
43,35
44,31
44,1
45,441
45,1
46,4
46,10
47,2
47,2
48,2
48,67
48,1
48,6
48,10
49,2
49,2
49,194
49,2
50,4
51,31
51,1
51,2
51,1
52,2
52,2
52,17
53,66
53,2
53,1
53,1
53,2
54,4
54,560
54,187
54,10
54,2
54,1
54,2
54,10
55,2
55,13
56,203
56,1
56,13
56,2
56,1
56,9
57,4
58,1
58,2
59,1
59,1
60,60
60,2
61,2
62,1
63,1
63,6
64,2
64,10
65,6
65,1
66,24
66,1
66,6
66,4
67,24
67,2
67,60
67,2
68,2
68,2
68,12
68,302
68,2
68,1
69,1
70,441
70,2
70,2
70,11
71,1
71,37
71,2
71,2
71,354
71,1
71,4
71,4
71,2
71,4
71,1
71,99
71,1
72,2
73,11
73,279
73,144
73,56
73,1
73,1
73,29
73,4
73,1
73,1
73,2
73,29
74,13
74,2
74,1
74,6
74,1
75,38
75,6
75,183
75,12
75,1
75,15
75,1
76,15
76,15
76,172
76,390
76,298
76,2
76,2
76,1
76,2
76,1
76,1
76,1
77,200
77,12
78,6
79,30
79,29
79,1
79,70
80,196
80,345
80,30
80,2
81,1
81,250
81,2
81,1
82,13
82,9
82,1
82,1
83,809
83,2
83,12
83,2
84,10
85,4
85,2
85,103
85,70
86,2
87,1
87,2
87,20
88,2
88,6
88,2
88,10
88,1
88,1
89,2
89,2
90,1
91,12
91,2
91,4
91,6
91,272
91,1
91,106
91,1
91,2
91,1
92,15
93,643
93,31
93,1
94,776
94,2
94,1
95,2
