0,123
0,19
0,6
0,25
0,1
0,31
0,1
0,2
0,3
0,3
0,3
0,15
0,2
0,1
0,2
0,1
1,1
1,185
1,147
1,3
1,6
1,6
1,51
1,50
1,6
1,1
1,120
1,21
1,183
1,6
1,19
1,1
1,103
1,2
1,5
1,2
2,10
2,44
2,44
2,6
2,1
2,91
2,2
2,1
2,2
2,1
2,2
2,30
2,2
2,6
2,6
2,5
2,2
3,1
3,6
3,6
3,1
4,1
4,137
4,1
4,3
4,3
4,160
4,1
4,19
4,6
4,3
4,6
4,3
4,6
4,6
4,5
4,2
4,15
4,18
4,2
4,1
4,3
4,2
5,146
5,1
5,130
5,6
5,1
5,1
5,96
5,1
5,6
5,3
5,19
5,2
5,56
5,27
5,50
5,19
5,3
5,20
5,6
5,1
5,1
5,3
6,2
6,123
6,3
6,2
6,3
6,1
7,1
7,14
7,19
7,31
7,2
7,2
7,21
7,84
7,197
7,2
7,3
7,107
7,26
7,6
7,15
7,14
7,6
7,21
7,19
7,6
7,6
7,6
7,3
7,6
7,3
8,6
9,19
9,27
9,77
9,156
9,31
9,6
9,106
9,14
9,3
10,19
10,425
10,3
10,60
10,6
10,3
11,1
11,1
11,2
12,416
12,2
12,227
12,1
12,31
12,1
12,19
12,79
12,136
12,2
12,3
12,46
12,6
12,3
12,19
12,36
12,15
12,137
12,1
12,19
12,19
12,6
12,6
12,14
12,1
12,3
12,6
12,6
12,1
12,2
12,1
12,3
12,2
13,3
13,187
13,3
14,6
14,277
14,1
14,6
14,6
14,51
14,2
14,3
14,1
14,3
14,1
15,1
16,200
16,56
16,3
16,79
16,19
16,201
16,6
16,6
16,3
16,3
17,56
17,166
17,14
17,1
17,5
18,41
18,6
19,6
20,1
20,2
21,19
21,1
21,259
21,2
21,91
21,19
22,3
22,56
22,3
22,3
22,14
23,19
24,3
24,1
24,123
24,14
24,1
24,19
24,1
25,1
25,1
26,501
26,5
26,1
26,268
26,3
26,3
26,429
26,2
26,1
26,1
26,2
27,77
27,1
27,6
27,6
28,1
28,1
28,95
28,50
28,3
28,5
28,1
29,3
29,2
29,227
29,6
29,1
29,6
30,1
30,21
31,3
31,6
31,19
31,6
31,1
31,46
31,8
31,6
31,6
31,3
31,137
31,16
31,6
31,6
31,20
31,6
31,21
32,123
32,15
32,6
32,6
32,46
32,50
32,1
32,101
32,1
32,6
32,3
32,1
33,3
34,5
34,3
35,15
35,1
35,1
35,20
35,1
35,137
35,6
35,19
35,15
35,26
35,3
36,6
36,2
36,2
36,6
36,6
36,3
36,19
36,44
36,1
37,114
37,2
37,1
37,9
38,30
39,6
40,6
40,3
40,3
40,3
40,6
40,21
40,2
40,10
40,137
40,5
40,1
40,6
40,6
41,434
41,259
41,106
41,1
41,1
42,2
42,3
42,6
42,15
42,101
42,19
42,5
42,6
42,19
42,2
42,1
42,2
42,3
42,1
42,19
42,19
43,44
43,80
43,1
44,1
44,1
44,2
45,1
45,1
45,3
45,221
45,1
45,3
45,111
45,2
45,41
45,1
46,14
46,21
46,169
46,2
46,19
46,1
46,3
47,1
47,1
47,96
47,31
48,10
48,1
48,26
48,58
48,1
48,3
49,53
49,72
49,1
50,106
50,1
51,19
51,1
52,435
52,6
52,2
52,123
52,6
52,1
52,6
53,115
53,19
54,2
54,123
54,137
54,1
54,3
55,19
56,97
56,3
56,61
56,123
56,3
56,31
56,27
56,58
56,10
57,56
57,1
58,3
59,3
59,3
59,5
60,30
60,35
60,30
60,19
61,6
61,6
61,3
62,489
62,1
62,456
62,1
62,21
62,5
62,1
62,1
62,3
62,19
62,3
62,44
63,582
63,61
63,2
64,1
64,6
65,649
65,3
65,6
65,3
65,21
65,1
65,23
66,348
66,3
